,Unnamed: 0,word,one,two,three,four,five,six,seven,False,convergence,correctness
1175,1175,macho,0,1,6,13,20,20,39,72,0.00019800356406415314,0.45454545454545453
1176,1176,macro,0,1,13,16,28,30,73,74,0.00032200579610432986,0.5432098765432098
1177,1177,madam,0,1,5,11,13,18,17,117,0.00013000234004212076,0.2909090909090909
1178,1178,madly,0,5,12,35,40,39,177,111,0.0006160110881995876,0.5413223140495868
1179,1179,mafia,0,3,5,9,24,18,26,98,0.000170003060055081,0.37579617834394907
1180,1180,magic,0,4,13,25,20,34,61,64,0.00031400565210173786,0.6
1181,1181,magma,0,2,2,6,12,12,31,112,0.00013000234004212076,0.2328767123287671
1182,1182,maize,0,2,23,26,32,36,112,149,0.0004620083161496907,0.44402985074626866
1183,1183,major,0,3,7,16,18,25,81,112,0.00030000540009720173,0.3812154696132597
1184,1184,maker,0,4,14,32,27,25,155,126,0.000514009252166539,0.4473684210526316
1185,1185,mambo,0,1,0,8,20,12,27,92,0.0001360024480440648,0.3082706766917293
1186,1186,mamma,0,1,3,6,5,8,16,121,7.800140402527245e-05,0.1597222222222222
1187,1187,mammy,0,2,5,8,11,21,52,169,0.00019800356406415314,0.2175925925925926
1188,1188,manga,0,0,10,11,18,23,36,102,0.00019600352806350515,0.3780487804878049
1189,1189,mange,0,4,23,41,33,46,159,103,0.0006120110161982916,0.588
1190,1190,mango,0,2,12,21,26,23,70,79,0.0003080055440997938,0.5153374233128835
1191,1191,mangy,0,3,9,28,44,33,143,120,0.000520009360168483,0.4936708860759494
1192,1192,mania,0,2,7,17,28,32,90,98,0.00035200633611405004,0.4673913043478261
1193,1193,manic,0,2,11,28,29,31,114,75,0.0004300077401393225,0.5738636363636364
1194,1194,manly,1,1,18,36,43,42,163,116,0.0006080109441969955,0.5486381322957199
1195,1195,manor,0,2,13,27,46,38,154,88,0.0005600100801814433,0.5887850467289719
1196,1196,maple,0,5,14,36,45,49,163,103,0.0006240112322021796,0.5912698412698413
1197,1197,march,0,1,15,42,42,36,91,70,0.00045400817214709865,0.6601941747572816
1198,1198,marry,0,6,12,23,31,47,155,141,0.0005480098641775552,0.4576923076923077
1199,1199,marsh,0,3,18,31,41,35,81,83,0.00041800752413543446,0.6066350710900474
1200,1200,mason,0,4,9,20,32,31,52,84,0.0002960053280959057,0.5333333333333333
1201,1201,masse,0,3,12,14,41,28,120,162,0.00043600784814126656,0.3769230769230769
1202,1202,match,0,1,8,28,17,30,115,110,0.0003980071641289543,0.4329896907216495
1203,1203,matey,0,4,32,36,51,41,154,124,0.0006360114482060677,0.5694444444444444
1204,1204,mauve,0,7,15,25,31,25,113,147,0.00043200777613997053,0.412
1205,1205,maxim,0,0,8,9,9,13,22,110,0.00012200219603952871,0.26174496644295303
1206,1206,maybe,0,1,11,22,32,28,71,118,0.0003300059401069219,0.44339622641509435
1207,1207,mayor,0,2,10,21,38,32,99,85,0.00040400727213089834,0.5478723404255319
1208,1208,mealy,0,2,26,51,58,44,188,102,0.0007380132842391163,0.6395759717314488
1209,1209,meant,1,5,18,35,38,40,144,124,0.0005620101161820912,0.524904214559387
1210,1210,meaty,0,5,26,38,51,46,141,111,0.0006140110521989395,0.5992779783393501
1211,1211,mecca,0,1,3,11,15,16,29,102,0.00015000270004860087,0.3108108108108108
1212,1212,medal,0,2,12,28,32,37,100,66,0.0004220075961367305,0.6271186440677966
1213,1213,media,0,3,10,18,22,21,55,80,0.0002580046440835935,0.4805194805194805
1214,1214,medic,0,3,12,14,32,17,37,69,0.00023000414007452133,0.5306122448979592
1215,1215,melee,0,8,11,21,32,38,59,177,0.00033800608410951397,0.3832752613240418
1216,1216,melon,1,1,13,17,38,29,73,74,0.000344006192111458,0.5722543352601156
1217,1217,mercy,0,7,18,25,39,41,116,115,0.0004920088561594109,0.5306122448979592
1218,1218,merge,1,2,14,17,34,41,100,133,0.00041800752413543446,0.45041322314049587
1219,1219,merit,0,4,20,32,51,41,123,73,0.0005420097561756111,0.669683257918552
1220,1220,merry,0,2,12,29,38,40,150,124,0.0005420097561756111,0.49387755102040815
1221,1221,metal,0,1,4,30,42,34,140,75,0.0005020090361626509,0.5967741935483871
1222,1222,meter,1,1,14,23,34,32,116,132,0.00044200795614321057,0.4430379746835443
1223,1223,metro,0,2,13,23,32,23,76,67,0.00033800608410951397,0.58125
1224,1224,micro,0,1,12,20,25,18,28,61,0.0002080037440673932,0.5547445255474452
1225,1225,midge,0,5,11,25,39,34,85,97,0.0003980071641289543,0.5402843601895735
1226,1226,midst,0,0,10,29,34,28,44,92,0.0002900052200939617,0.5233160621761658
1227,1227,might,0,1,5,15,17,23,65,96,0.00025200453608164946,0.3885350318471338
1228,1228,milky,0,4,13,24,31,21,55,108,0.0002960053280959057,0.4626865671641791
1229,1229,mimic,0,1,1,6,9,14,18,103,9.800176403175258e-05,0.23134328358208955
1230,1230,mince,0,4,21,38,43,35,172,102,0.0006260112682028277,0.5802469135802469
1231,1231,miner,0,0,16,27,42,46,231,102,0.0007240130322345803,0.5622317596566524
1232,1232,minim,0,2,2,10,13,20,30,107,0.0001540027720498969,0.3051948051948052
1233,1233,minor,0,6,15,34,28,39,72,67,0.0003880069841257143,0.6455026455026455
1234,1234,minty,0,3,24,26,36,27,135,111,0.0005020090361626509,0.5110132158590308
1235,1235,minus,0,1,9,11,17,18,27,79,0.00016600298805378498,0.4148148148148148
1236,1236,mirth,0,1,13,14,34,25,89,92,0.00035200633611405004,0.4860335195530726
1237,1237,miser,0,3,16,36,30,41,164,94,0.0005800104401879234,0.5727272727272728
1238,1238,missy,0,2,12,29,24,33,75,121,0.00035000630011340205,0.45248868778280543
1239,1239,mocha,0,0,5,23,23,22,22,55,0.0001900034200615611,0.5703125
1240,1240,modal,0,2,13,28,35,43,87,65,0.0004160074881347864,0.6505376344086021
1241,1241,model,0,6,15,26,45,39,114,93,0.0004900088201587628,0.5848214285714286
1242,1242,modem,0,1,6,24,30,40,62,96,0.0003260058681056259,0.5126903553299492
1243,1243,mogul,0,2,13,26,18,26,27,80,0.00022400403207257732,0.5151515151515151
1244,1244,moist,0,2,15,32,41,47,178,121,0.0006300113402041236,0.5310077519379846
1245,1245,molar,0,0,11,31,51,35,96,81,0.00044800806414515464,0.6124401913875598
1246,1246,moldy,0,3,22,39,37,45,114,77,0.000520009360168483,0.6547085201793722
1247,1247,money,0,5,22,41,49,44,196,127,0.0007140128522313402,0.5590277777777778
1248,1248,month,0,4,20,30,39,26,83,72,0.00040400727213089834,0.6230366492146597
1249,1249,moody,0,1,6,21,28,37,103,161,0.0003920070561270103,0.3661417322834646
1250,1250,moose,0,2,23,29,49,37,147,153,0.0005740103321859794,0.4778156996587031
1251,1251,moral,0,4,18,33,35,34,141,83,0.0005300095401717231,0.5990338164251208
1252,1252,moron,0,3,15,26,27,28,56,95,0.00031000558010044183,0.5103092783505154
1253,1253,morph,0,2,8,25,22,36,55,83,0.0002960053280959057,0.5284090909090909
1254,1254,mossy,0,2,14,23,23,35,94,143,0.0003820068761237702,0.4041666666666667
1255,1255,motel,0,1,25,38,37,33,170,98,0.0006080109441969955,0.5775862068965517
1256,1256,motif,0,0,9,18,30,31,42,75,0.0002600046800842415,0.5398773006134969
1257,1257,motor,0,2,5,24,28,31,82,111,0.000344006192111458,0.44776119402985076
1258,1258,motto,0,1,6,9,13,22,25,115,0.00015200273604924888,0.3072289156626506
1259,1259,moult,0,3,20,35,39,34,110,100,0.0004820086761561708,0.5670995670995671
1260,1260,mound,0,4,9,17,26,22,110,126,0.0003760067681218262,0.38235294117647056
1261,1261,mount,0,2,13,36,39,31,137,115,0.000516009288167187,0.5127118644067796
1262,1262,mourn,0,4,19,15,39,36,61,86,0.000348006264112754,0.5678391959798995
1263,1263,mouse,0,10,19,31,42,34,162,138,0.0005960107281931075,0.49635036496350365
1264,1264,mouth,0,1,12,17,29,45,103,94,0.00041400745213413843,0.5252525252525253
1265,1265,mover,0,1,9,21,24,40,180,136,0.0005500099001782032,0.41125541125541126
1266,1266,movie,1,8,17,21,45,41,59,110,0.00038400691212441825,0.5473251028806584
1267,1267,mower,0,1,11,17,28,28,198,141,0.0005660101881833873,0.37610619469026546
1268,1268,mucky,1,3,10,22,26,23,54,99,0.0002780050040900736,0.46195652173913043
1269,1269,mucus,0,1,4,12,13,18,25,64,0.00014600262804730484,0.42857142857142855
1270,1270,muddy,0,1,8,12,14,21,59,136,0.00023000414007452133,0.2916666666666667
1271,1271,mulch,0,0,6,19,21,29,41,90,0.00023200417607516935,0.45454545454545453
1272,1272,mummy,0,2,1,5,11,15,35,154,0.0001380024840447128,0.18085106382978725
1273,1273,munch,0,4,8,12,20,30,81,97,0.00031000558010044183,0.4327485380116959
1274,1274,mural,0,3,15,29,34,30,93,74,0.00040800734413219436,0.6
1275,1275,murky,0,2,3,21,20,24,58,139,0.0002560046080829455,0.3349282296650718
1276,1276,mushy,0,1,13,14,28,32,81,95,0.00033800608410951397,0.4808743169398907
1277,1277,music,1,0,8,13,12,22,31,78,0.000174003132056377,0.417910447761194
1278,1278,musky,0,1,10,24,22,31,90,101,0.00035600640811534606,0.4656084656084656
1279,1279,musty,0,2,11,25,28,37,110,106,0.00042600766813802646,0.49282296650717705
1280,1280,myrrh,0,1,8,5,16,16,11,93,0.00011400205203693666,0.33093525179856115
1281,1281,nadir,0,4,23,28,30,30,54,73,0.00033800608410951397,0.6117021276595744
1282,1282,naive,0,7,21,34,35,34,128,126,0.000518009324167835,0.5097276264591439
1283,1283,nanny,0,0,4,20,20,23,94,178,0.00032200579610432986,0.27346938775510204
1284,1284,nasal,0,2,9,22,22,42,56,80,0.0003060055080991458,0.5480225988700564
1285,1285,nasty,0,3,24,29,35,37,177,93,0.0006100109801976436,0.579185520361991
1286,1286,natal,0,1,11,27,18,36,88,91,0.00036200651611729013,0.5054347826086957
1287,1287,naval,0,0,7,16,17,27,50,102,0.00023400421207581736,0.39644970414201186
1288,1288,navel,0,2,14,37,27,33,110,94,0.0004460080281445066,0.5458937198067633
1289,1289,needy,0,1,8,25,14,35,65,130,0.0002960053280959057,0.38967136150234744
1290,1290,neigh,0,3,8,23,39,20,57,88,0.00030000540009720173,0.5138121546961326
1291,1291,nerdy,0,1,16,25,37,24,107,106,0.00042000756013608245,0.49282296650717705
1292,1292,nerve,0,2,12,24,32,32,88,115,0.0003800068401231222,0.4700460829493088
1293,1293,never,0,2,14,21,22,29,88,117,0.00035200633611405004,0.4292682926829268
1294,1294,newer,0,2,9,21,23,22,94,123,0.00034200615611081,0.385
1295,1295,newly,0,1,16,33,20,23,56,106,0.00029800536409655375,0.46733668341708545
1296,1296,nicer,0,0,14,28,38,28,122,89,0.00046000828014904267,0.5482233502538071
1297,1297,niche,0,4,16,24,32,29,60,73,0.0003300059401069219,0.5898876404494382
1298,1298,niece,0,2,16,28,33,30,79,127,0.0003760067681218262,0.461864406779661
1299,1299,night,0,1,8,12,17,22,84,80,0.0002880051840933137,0.42857142857142855
1300,1300,ninja,0,0,1,6,13,7,10,78,7.400133202397643e-05,0.2571428571428571
1301,1301,ninny,0,0,4,10,14,20,56,172,0.0002080037440673932,0.21818181818181817
1302,1302,ninth,0,3,8,13,11,18,49,103,0.00020400367206609718,0.33974358974358976
1303,1303,noble,0,3,19,31,48,42,88,86,0.0004620083161496907,0.6244541484716157
1304,1304,nobly,0,1,9,37,36,35,88,97,0.0004120074161334904,0.5488372093023256
1305,1305,noise,0,6,29,40,54,50,182,102,0.0007220129962339322,0.6370106761565836
1306,1306,noisy,0,7,19,39,53,43,113,106,0.0005480098641775552,0.602996254681648
1307,1307,nomad,0,1,9,19,25,31,51,72,0.0002720048960881296,0.5414012738853503
1308,1308,noose,0,2,12,29,40,48,153,145,0.0005680102241840354,0.4746376811594203
1309,1309,north,0,3,13,25,25,33,122,82,0.00044200795614321057,0.5469613259668509
1310,1310,nosey,0,2,29,44,40,50,123,93,0.0005760103681866274,0.6395348837209303
1311,1311,notch,1,2,11,31,29,25,66,72,0.0003300059401069219,0.5789473684210527
1312,1312,novel,0,4,5,29,29,34,112,100,0.00042600766813802646,0.5024875621890548
1313,1313,nudge,0,5,5,29,24,30,112,97,0.0004100073801328424,0.48947368421052634
1314,1314,nurse,0,4,16,51,49,38,142,76,0.0006000108001944035,0.6752136752136753
1315,1315,nutty,0,5,13,12,21,25,57,124,0.0002660047880861855,0.38
1316,1316,nylon,0,3,0,6,10,10,14,75,8.60015480278645e-05,0.27884615384615385
1317,1317,nymph,0,2,1,8,6,5,7,51,5.800104401879234e-05,0.3013698630136986
1318,1318,oaken,0,2,9,17,37,30,79,98,0.000348006264112754,0.49222797927461137
1319,1319,obese,0,3,13,14,18,9,31,141,0.00017600316805702502,0.2878787878787879
1320,1320,occur,0,0,1,10,16,17,14,59,0.00011600208803758467,0.42718446601941745
1321,1321,ocean,1,3,6,21,19,20,34,62,0.0002080037440673932,0.5303030303030303
1322,1322,octal,0,2,5,17,23,24,42,51,0.0002260040680732253,0.5819672131147541
1323,1323,octet,0,5,5,18,21,25,28,109,0.00020400367206609718,0.40437158469945356
1324,1324,odder,0,2,2,10,19,18,70,108,0.00024200435607840942,0.32075471698113206
1325,1325,oddly,0,1,8,8,17,26,22,98,0.00016400295205313696,0.379746835443038
1326,1326,offal,0,0,4,7,4,10,11,69,7.200129602332843e-05,0.26595744680851063
1327,1327,offer,0,1,4,9,14,7,40,110,0.00015000270004860087,0.2413793103448276
1328,1328,often,0,2,17,17,24,28,40,58,0.0002560046080829455,0.6027397260273972
1329,1329,olden,0,2,13,23,44,29,67,72,0.00035600640811534606,0.6065573770491803
1330,1330,older,0,3,9,30,37,27,157,97,0.000526009468170427,0.5221674876847291
1331,1331,olive,0,5,14,28,52,27,116,107,0.00048400871215681883,0.5407725321888412
1332,1332,ombre,0,2,7,19,20,23,28,98,0.00019800356406415314,0.42011834319526625
1333,1333,omega,0,1,6,9,15,13,13,51,0.00011400205203693666,0.4631578947368421
1334,1334,onion,0,1,6,8,15,15,26,112,0.00014200255604600884,0.28662420382165604
1335,1335,onset,0,3,26,24,43,28,96,62,0.0004400079201425626,0.6666666666666666
1336,1336,opera,0,1,2,22,18,18,29,57,0.00018000324005832104,0.5169491525423728
1337,1337,opine,0,1,18,36,43,45,108,90,0.0005020090361626509,0.6137339055793991
1338,1338,opium,0,1,1,14,20,17,14,65,0.00013400241204341678,0.4491525423728814
1339,1339,optic,0,0,3,13,19,23,25,38,0.00016600298805378498,0.6041666666666666
1340,1340,orbit,0,1,14,37,29,30,45,75,0.0003120056161010898,0.5967741935483871
1341,1341,order,0,4,11,17,28,34,122,125,0.00043200777613997053,0.4292237442922374
1342,1342,organ,0,1,11,24,29,34,61,61,0.00032000576010368187,0.61875
1343,1343,other,0,0,13,24,25,18,67,77,0.0002940052920952577,0.5095541401273885
1344,1344,otter,0,1,11,18,23,28,99,101,0.0003600064801166421,0.44505494505494503
1345,1345,ought,0,3,15,20,18,19,20,62,0.0001900034200615611,0.5474452554744526
1346,1346,ounce,0,7,22,35,33,31,95,96,0.0004460080281445066,0.5714285714285714
1347,1347,outdo,0,2,10,8,13,16,11,62,0.0001200021600388807,0.44144144144144143
1348,1348,outer,1,5,18,32,35,31,166,86,0.0005760103681866274,0.5865384615384616
1349,1349,outgo,0,2,2,9,9,18,13,73,0.00010600190803434462,0.35398230088495575
1350,1350,ovary,0,3,4,16,36,23,47,128,0.0002580046440835935,0.3904761904761905
1351,1351,ovate,0,4,11,31,19,25,76,131,0.00033200597610756995,0.4072398190045249
1352,1352,overt,0,1,11,15,23,23,60,79,0.0002660047880861855,0.48026315789473684
1353,1353,ovine,0,6,19,23,22,26,94,126,0.0003800068401231222,0.43243243243243246
1354,1354,ovoid,0,1,5,8,20,15,12,89,0.00012200219603952871,0.35507246376811596
1355,1355,owing,0,0,4,12,17,23,47,81,0.0002060037080667452,0.40875912408759124
1356,1356,owner,0,1,18,23,23,19,88,96,0.000344006192111458,0.4666666666666667
1357,1357,oxide,0,5,6,9,26,18,50,130,0.00022800410407387332,0.32989690721649484
1358,1358,ozone,0,1,7,10,16,17,44,162,0.0001900034200615611,0.23943661971830985
1359,1359,paddy,0,2,7,17,20,25,78,157,0.00029800536409655375,0.31140350877192985
1360,1360,pagan,0,0,6,15,29,22,33,120,0.00021000378006804122,0.375
1361,1361,paint,1,7,21,39,45,42,203,119,0.0007160128882319882,0.5656934306569343
1362,1362,paler,0,4,20,40,67,43,291,86,0.0009300167403013254,0.6692307692307692
1363,1363,palsy,0,3,30,35,53,46,166,94,0.0006660119882157878,0.6398467432950191
1364,1364,panel,0,4,26,51,54,48,191,70,0.0007480134642423563,0.7233201581027668
1365,1365,panic,1,3,15,32,23,34,95,77,0.0004060073081315464,0.5837837837837838
1366,1366,pansy,0,5,21,48,44,57,151,92,0.0006520117362112518,0.6554307116104869
1367,1367,papal,0,0,2,13,15,24,27,142,0.00016200291605248895,0.2755102040816326
1368,1368,paper,1,5,9,25,25,32,200,150,0.0005940106921924595,0.39271255060728744
1369,1369,parer,0,1,14,33,38,38,237,148,0.0007220129962339322,0.45588235294117646
1370,1370,parka,0,2,8,13,22,27,27,102,0.00019800356406415314,0.41379310344827586
1371,1371,parry,1,4,17,38,38,38,157,133,0.0005860105481898674,0.5055762081784386
1372,1372,parse,0,6,31,41,75,50,280,85,0.0009660173883129896,0.7048611111111112
1373,1373,party,0,4,24,46,50,42,211,100,0.0007540135722443004,0.6240601503759399
1374,1374,pasta,0,1,8,19,19,19,43,108,0.00021800392407063328,0.3793103448275862
1375,1375,paste,0,7,14,44,41,39,236,115,0.0007620137162468925,0.5576923076923077
1376,1376,pasty,0,5,16,32,42,55,235,96,0.0007700138602494844,0.6097560975609756
1377,1377,patch,0,1,16,19,24,25,131,117,0.00043200777613997053,0.4207920792079208
1378,1378,patio,0,0,15,21,38,35,64,76,0.000346006228112106,0.5891891891891892
1379,1379,patsy,0,8,20,51,43,52,167,87,0.000682012276220972,0.6666666666666666
1380,1380,patty,0,3,17,21,41,38,146,134,0.000532009576172371,0.47244094488188976
1381,1381,pause,0,6,16,48,63,49,198,106,0.0007600136802462445,0.6319444444444444
1382,1382,payee,0,6,9,39,41,48,68,148,0.0004220075961367305,0.49140893470790376
1383,1383,payer,0,4,15,29,50,33,230,109,0.0007220129962339322,0.5458333333333333
1384,1384,peace,0,6,22,40,53,56,145,125,0.0006440115922086597,0.5860927152317881
1385,1385,peach,0,1,13,33,33,28,115,125,0.0004460080281445066,0.463519313304721
1386,1386,pearl,0,6,30,39,41,42,172,80,0.0006600118802138438,0.6638655462184874
1387,1387,pecan,0,1,16,35,25,25,61,73,0.0003260058681056259,0.5828571428571429
1388,1388,pedal,0,2,15,31,37,29,109,71,0.0004460080281445066,0.6162162162162163
1389,1389,penal,0,1,18,38,30,41,131,72,0.000518009324167835,0.64
1390,1390,pence,0,4,14,17,44,48,116,134,0.0004860087481574668,0.48659003831417624
1391,1391,penne,1,1,8,11,31,30,67,187,0.00029800536409655375,0.3048327137546468
1392,1392,penny,0,3,14,21,38,32,64,147,0.000344006192111458,0.4235294117647059
1393,1393,perch,0,4,12,34,36,34,73,79,0.00038600694812506624,0.6030150753768844
1394,1394,peril,0,3,9,42,34,35,111,82,0.0004680084241516347,0.6
1395,1395,perky,0,2,17,17,32,40,86,123,0.0003880069841257143,0.4675324675324675
1396,1396,pesky,0,6,14,33,39,35,61,84,0.0003760067681218262,0.6018957345971564
1397,1397,pesto,0,2,12,26,31,21,44,66,0.0002720048960881296,0.5822784810126582
1398,1398,petal,0,0,17,34,33,38,152,72,0.0005480098641775552,0.6288659793814433
1399,1399,petty,0,2,16,26,31,34,96,129,0.0004100073801328424,0.4579831932773109
1400,1400,phase,0,9,27,44,60,37,175,106,0.0007040126722281001,0.6254416961130742
1401,1401,phone,0,2,31,37,46,44,159,111,0.0006380114842067157,0.5904059040590406
1402,1402,phony,0,8,23,38,45,37,82,106,0.00046600838815098674,0.5875486381322957
1403,1403,photo,0,0,5,14,20,13,19,122,0.00014200255604600884,0.2988505747126437
1404,1404,piano,0,5,22,29,32,38,50,87,0.00035200633611405004,0.5915492957746479
1405,1405,picky,0,0,15,24,28,27,66,102,0.00032000576010368187,0.47959183673469385
1406,1406,piece,0,2,10,35,43,49,100,122,0.00047800860415487476,0.5325670498084292
1407,1407,piety,0,4,18,32,34,44,122,113,0.000508009144164595,0.5387755102040817
1408,1408,piggy,1,1,7,16,13,19,42,146,0.00019800356406415314,0.28078817733990147
1409,1409,pilot,1,1,12,24,48,25,74,90,0.00037000666011988213,0.5522388059701493
1410,1410,pinch,0,3,8,24,31,25,102,92,0.00038600694812506624,0.4972677595628415
1411,1411,piney,0,1,24,43,51,55,152,104,0.0006520117362112518,0.6258992805755396
1412,1412,pinky,0,1,8,25,38,45,96,98,0.00042600766813802646,0.5441860465116279
1413,1413,pinto,0,3,8,17,35,28,62,71,0.0003060055080991458,0.5617283950617284
1414,1414,piper,0,1,14,15,21,21,154,150,0.0004520081361464506,0.32432432432432434
1415,1415,pique,0,0,10,12,26,33,44,122,0.00025000450008100147,0.39901477832512317
1416,1416,pitch,0,2,5,14,30,29,70,97,0.00030000540009720173,0.4519774011299435
1417,1417,pithy,0,4,16,23,32,39,69,88,0.00036600658811858616,0.5643564356435643
1418,1418,pivot,0,4,19,29,24,21,45,89,0.0002840051120920177,0.521505376344086
1419,1419,pixel,0,3,10,23,30,33,78,99,0.0003540063721146981,0.5
1420,1420,pixie,0,4,7,19,13,28,40,153,0.0002220039960719293,0.3169642857142857
1421,1421,pizza,0,2,4,7,7,11,7,73,7.600136802462444e-05,0.2980769230769231
1422,1422,place,0,10,34,51,45,41,237,111,0.0008360150482708689,0.6198630136986302
1423,1423,plaid,0,2,12,41,29,39,107,98,0.00046000828014904267,0.5565610859728507
1424,1424,plain,0,5,20,30,41,37,141,91,0.0005480098641775552,0.59375
1425,1425,plait,0,5,22,50,49,57,171,70,0.0007080127442293962,0.7233201581027668
1426,1426,plane,1,7,20,42,50,51,299,128,0.0009400169203045655,0.5719063545150501
1427,1427,plank,0,2,10,23,46,36,141,109,0.000516009288167187,0.5176991150442478
1428,1428,plant,0,3,31,46,47,49,169,83,0.000690012420223564,0.6795366795366795
1429,1429,plate,1,5,27,55,58,44,269,99,0.0009180165242974374,0.657439446366782
1430,1430,plaza,0,0,5,11,7,12,23,140,0.00011600208803758467,0.2
1431,1431,plead,0,2,14,26,20,41,94,88,0.0003940070921276583,0.5392670157068062
1432,1432,pleat,0,7,11,34,56,47,164,68,0.0006380114842067157,0.695067264573991
1433,1433,plied,0,4,23,49,55,44,128,75,0.0006060109081963476,0.7
1434,1434,plier,0,6,15,50,55,45,196,101,0.0007340132122378202,0.6286764705882353
1435,1435,pluck,0,3,11,26,23,29,56,92,0.0002960053280959057,0.5
1436,1436,plumb,0,0,3,11,21,23,44,82,0.00020400367206609718,0.4142857142857143
1437,1437,plume,0,6,17,26,43,49,112,97,0.000506009108163947,0.592436974789916
1438,1438,plump,0,0,8,10,13,17,44,103,0.00018400331205961707,0.31788079470198677
1439,1439,plunk,0,2,11,35,22,31,59,91,0.00032000576010368187,0.5260416666666666
1440,1440,plush,0,1,20,20,28,41,73,85,0.00036600658811858616,0.5641025641025641
1441,1441,poesy,0,5,24,30,40,51,91,121,0.0004820086761561708,0.5535055350553506
1442,1442,point,0,3,28,48,48,48,164,93,0.000678012204219676,0.6529850746268657
1443,1443,poise,0,4,28,53,55,56,164,110,0.0007200129602332842,0.6405228758169934
1444,1444,poker,0,2,16,25,31,24,117,132,0.0004300077401393225,0.4260869565217391
1445,1445,polar,0,2,25,42,34,37,143,77,0.0005660101881833873,0.6451612903225806
1446,1446,polka,0,0,10,13,18,25,44,90,0.0002200039600712813,0.4230769230769231
1447,1447,polyp,0,5,7,10,8,16,22,95,0.0001360024480440648,0.3262411347517731
1448,1448,pooch,0,3,11,13,30,33,47,137,0.0002740049320887776,0.3964757709251101
1449,1449,poppy,0,0,6,6,27,20,45,154,0.0002080037440673932,0.27699530516431925
1450,1450,porch,0,1,17,35,35,40,78,80,0.0004120074161334904,0.6153846153846154
1451,1451,poser,0,5,23,43,48,49,191,79,0.0007180129242326361,0.680161943319838
1452,1452,posit,0,3,23,34,43,32,80,83,0.0004300077401393225,0.6192660550458715
1453,1453,posse,0,1,15,37,39,46,96,124,0.0004680084241516347,0.5267175572519084
1454,1454,pouch,0,5,15,22,34,31,91,102,0.0003960071281283063,0.5119617224880383
1455,1455,pound,0,3,10,15,24,27,138,133,0.0004340078121406185,0.37264150943396224
1456,1456,pouty,0,3,18,44,31,29,88,135,0.00042600766813802646,0.4807692307692308
1457,1457,power,0,4,13,22,32,30,206,133,0.0006140110521989395,0.43162393162393164
1458,1458,prank,0,2,23,33,33,46,128,105,0.0005300095401717231,0.5661157024793388
1459,1459,prawn,0,3,24,25,32,29,79,95,0.00038400691212441825,0.5432692307692307
1460,1460,preen,0,7,17,37,32,46,95,108,0.0004680084241516347,0.562753036437247
1461,1461,press,1,4,4,26,27,29,73,99,0.0003280059041062739,0.4789473684210526
1462,1462,price,0,6,31,37,57,51,321,116,0.0010060181083259498,0.610738255033557
1463,1463,prick,0,4,12,22,27,41,110,118,0.00043200777613997053,0.4732142857142857
1464,1464,pride,0,0,29,32,60,47,317,111,0.0009700174603142857,0.6021505376344086
1465,1465,pried,0,1,23,50,45,43,245,104,0.0008140146522637408,0.6090225563909775
1466,1466,prime,0,3,20,28,46,48,281,134,0.0008520153362760529,0.5197132616487455
1467,1467,primo,0,1,20,24,25,28,81,94,0.0003580064441159941,0.5104166666666666
1468,1468,print,0,1,20,40,41,46,164,118,0.0006240112322021796,0.556390977443609
1469,1469,prior,0,3,20,37,34,26,74,124,0.0003880069841257143,0.4918032786885246
1470,1470,prism,0,1,15,27,36,32,77,101,0.0003760067681218262,0.5235849056603774
1471,1471,privy,0,6,21,25,37,31,70,139,0.0003800068401231222,0.46332046332046334
1472,1472,prize,0,4,9,34,31,48,204,141,0.0006600118802138438,0.47191011235955055
1473,1473,probe,0,4,15,45,44,37,196,118,0.000682012276220972,0.5513307984790875
1474,1474,prone,0,7,23,48,61,64,338,97,0.0010820194763505743,0.6766666666666666
1475,1475,prong,0,2,12,29,29,37,114,100,0.0004460080281445066,0.5215311004784688
1476,1476,proof,0,2,6,11,16,21,57,138,0.0002260040680732253,0.28865979381443296
1477,1477,prose,0,5,32,43,60,65,330,93,0.0010700192603466862,0.6879194630872483
1478,1478,proud,0,1,12,29,29,28,106,105,0.0004100073801328424,0.4852941176470588
1479,1479,prove,0,5,16,28,40,43,241,136,0.0007460134282417084,0.4925373134328358
1480,1480,prowl,0,4,12,19,23,23,89,118,0.000340006120110162,0.40703517587939697
1481,1481,proxy,0,0,15,19,30,34,62,146,0.00032000576010368187,0.4016393442622951
1482,1482,prude,0,6,24,44,48,54,147,79,0.0006460116282093078,0.6901960784313725
1483,1483,prune,0,8,26,44,43,49,197,112,0.0007340132122378202,0.6028368794326241
1484,1484,psalm,0,4,17,17,24,22,25,76,0.00021800392407063328,0.525
1485,1485,pubic,0,0,14,14,16,21,23,72,0.00017600316805702502,0.4744525547445255
1486,1486,pudgy,0,2,9,19,22,29,59,120,0.00028000504009072165,0.40298507462686567
1487,1487,puffy,0,2,4,9,14,19,28,132,0.00015200273604924888,0.26666666666666666
1488,1488,pulpy,0,1,9,20,27,21,78,126,0.0003120056161010898,0.38235294117647056
1489,1489,pulse,0,4,18,55,41,39,110,90,0.0005340096121730191,0.6356275303643725
1490,1490,punch,0,5,10,17,25,36,87,87,0.0003600064801166421,0.5166666666666667
1491,1491,pupil,0,2,8,17,22,27,24,91,0.00020000360006480116,0.4550898203592814
