word,freq
wrist,5.60334e-06
write,6.23552e-05
wrong,5.82538e-05
wrote,6.65611e-05
wrung,1.01345e-06
wryly,5.241059999999999e-07
yacht,2.28037e-06
yearn,5.97061e-07
yeast,5.4599399999999994e-06
yield,5.13508e-05
young,0.000166871
youth,3.73707e-05
zebra,5.560489999999999e-07
zesty,5.2787499999999995e-08
zonal,9.9236e-07
